incident_id,project_name,year,source,priority_type,reference,issue_category,issue_subtype,root_cause,impact,affected_contracts,contract_name,attack_surface,start_line,end_line,vulnerable_code
ACF-028,CVE-2021-34272,2021,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2021-34272,Access Control,Missing Modifier,"A security flaw in the 'owned' function of a smart contract implementation for RobotCoin (RBTC), a tradeable Ethereum ERC20 token, allows attackers to hijack victim accounts and arbitrarily increase the digital supply of assets.",Potential unauthorized invocation of owned().,,Owned,owned(),10,12,"    function owned() public {
        owner = msg.sender;
    }"
ACF-029,CVE-2018-19830,2018,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2018-19830,Access Control,Missing Modifier,"The UBSexToken() function of a smart contract implementation for Business Alliance Financial Circle (BAFC), an tradable Ethereum ERC20 token, allows attackers to change the owner of the contract, because the function is public (by default) and does \xmarkt check the caller's identity.",Potential unauthorized invocation of UBSexToken().,,BAFCToken,UBSexToken(),13,14,"function UBSexToken () public { owner = msg.sender; totalSupply = 1.9 * 10 ** 26;
}"
ACF-030,CVE-2019-15078,2019,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2019-15078,Access Control,Missing Modifier,"An issue was discovered in a smart contract implementation for AIRDROPX BORN through 2019-05-29, an Ethereum token. The name of the constructor has a typo (wrong case: XBornID versus XBORNID) that allows an attacker to change the owner of the contract and obtain cryptocurrency for free.",Potential unauthorized invocation of XBornID().,,XBORNID,XBornID(),118,121,"    function XBornID() public {
        owner = msg.sender;
        balances[owner] = totalDistributed;
    }"
ACF-031,CVE-2018-19834,2018,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2018-19834,Access Control,Missing Modifier,"The quaker function of a smart contract implementation for BOMBBA (BOMB), an tradable Ethereum ERC20 token, allows attackers to change the owner of the contract, because the function does \xmarkt check the caller's identity.",Potential unauthorized invocation of quaker(address wallet).,,BOMBBA,quaker(address wallet),122,127,"    function quaker(address wallet) public {
        owner = msg.sender;
        ownerWallet=wallet;
        totalSupply = INITIAL_SUPPLY * 10 ** 18;
        tokenBalances[wallet] = INITIAL_SUPPLY * 10 ** 18;   //Since we divided the token into 10^18 parts
    }"
ACF-032,Ragnarok,2022,Medium,High,https://medium.com/quillhash/decoding-ragnarok-online-invasion-44k-exploit-quillaudits-261b7e23b55,Access Control,Missing Modifier,"The cause of this attack was a simple access control issue, which allowed anyone to transfer ownership of the contract. The transferOwnership function has no access controls like OnlyOwner modifier or onlyAdmin to prevent malicious users from calling the function.",Potential unauthorized invocation of transferOwnership(address newOwner).,,Ragnarok,transferOwnership(address newOwner),1,5,"function transferOwnership(address newOwner) public virtual {
        require(newOwner != address(0), ""Ownable: new owner is the zero address"");
        emit OwnershipTransferred(_owner, newOwner);
        _owner = newOwner;
    }"
ACF-033,Melotoken,2023,Medium,High,N.A.,Access Control,Missing Modifier,It seems there is a public mint bug,"Potential unauthorized invocation of mint(address account,   uint256 amount,   string memory txId).",,Melotoken,"mint(address account,   uint256 amount,   string memory txId)",1,10,"function mint(

    address account,
    uint256 amount,
    string memory txId
) public returns (bool) {
    _mint(account, amount);
    emit Minted(account, amount, txId);
    return true;
}"
ACF-034,DEItoken,2023,Medium,High,N.A.,Access Control,Missing Modifier,it appears to be a pubic burn vulnerability with loss > $1.3M alone at BSC. The ARB/ETH deployments are also affected.,"Potential unauthorized invocation of burnFrom(address account, uint256 amount).",,DEItoken,"burnFrom(address account, uint256 amount)",1,5,"function burnFrom(address account, uint256 amount) public virtual{
    uint256 currentAllowance =  _allowances[ msgSender()][account];
    _approve(account,msgSender(), currentAllowance - amount);
    _burn(account,amount);
}"
ACF-035,Initialized,2022,TTWeb,High,https://github.com/sherlock-audit/2022-09-knox-judging/blob/main//closed/052.md,Access Control,Unprotected Initialization,"initialize() should only be called by the deployer since it sets the vital state variables. However, it is a public function which can be called by anyone. Anyone can frontrun the contract deployer and call the initialize()","Potential unauthorized invocation of initialize(address _LINK,   address _owner,   uint256 _capacity,   uint256 _startingSharesPerLink).",,Initialized,"initialize(address _LINK,   address _owner,   uint256 _capacity,   uint256 _startingSharesPerLink)",1,12,"function initialize(
    address _LINK,
    address _owner,
    uint256 _capacity,
    uint256 _startingSharesPerLink
) public initializer {          //@audit-issue front-runnable initialize. No access control.
    LINK = _LINK;
    decimals = IERC20Metadata(_LINK).decimals();
    owner = _owner;
    MAX_CAPACITY = _capacity;
    STARTING_SHARES_PER_LINK = _startingSharesPerLink;
}"
ACF-036,StakeAllocator,2022,TTWeb,High,https://consensys.net//diligence/audits/2022/11/forta-delegated-staking/,Access Control,Missing Modifier,"Due to this, the StakeAllocator.didTransferShares() has an external visibility so it can be called from the FortaStaking contract to perform transfers. However, there is no access control modifier to allow only the staking contract to call this. Therefore, anyone can call this function with whatever parameters they want.","Potential unauthorized invocation of didTransferShares(uint256 sharesId, uint8 subjectType, address from, address to, uint256 sharesAmount).",,StakeAllocator,"didTransferShares(uint256 sharesId, uint8 subjectType, address from, address to, uint256 sharesAmount)",345,353,"function didTransferShares(
        uint256 sharesId,
        uint8 subjectType,
        address from,
        address to,
        uint256 sharesAmount
    ) external {
        rewardsDistributor.didTransferShares(sharesId, subjectType, from, to, sharesAmount);
    }"
ACF-037,DepositLog,2020,TTWeb,High,https://consensys.net//diligence/audits/2020/02/thesis-tbtc-and-keep/,Access Control,Missing Modifier,"Access control for DepositLog is not implemented. DepositLog is inherited by TBTCSystem and its functionality is usually consumed by Deposit contracts to emit log events on TBTCSystem. Due to the missing access control, anyone can emit log events on TBTCSystem. Users, client-software or other components that rely on these events might be tricked into performing actions that were not authorized by the system.",Potential unauthorized invocation of approvedToLog(address _caller) public pure returns (bool).,,DepositLog,approvedToLog(address _caller) public pure returns (bool),107,111,"function approvedToLog(address _caller) public pure returns (bool) {
        /* TODO: auth via system */
        _caller;
        return true;
    }"
ACF-038,BaseEscalationManager,2023,TTWeb,High,https://blog.openzeppelin.com/uma-optimistic-asserter-audit/,Access Control,Missing Modifier,"In the BaseEscalationManager contract, the following public functions may benefit from access control. Currently anyone can call these functions, which can result in them executing state-changing logic in an unintended context. Consider implementing appropriate access control on these functions so that only the expected instance(s) of the OptimisticAsserter contract can call them.","Potential unauthorized invocation of requestPrice(bytes32 identifier, uint256 time, bytes memory ancillaryData).",,BaseEscalationManager,"requestPrice(bytes32 identifier, uint256 time, bytes memory ancillaryData)",61,67,"function requestPrice(
        bytes32 identifier,
        uint256 time,
        bytes memory ancillaryData
    ) public virtual override {
        emit PriceRequestAdded(identifier, time, ancillaryData);
    }"
ACF-039,Registry,2022,TTWeb,High,https://github.com/sherlock-audit/2022-08-sentiment-judging/blob/main//info/248-h.md,Access Control,Unprotected Initialization,"Registry.init() is missing an access control which allows anyone to call the init() function and become the owner of the contract. This also allows for potential frontrunning of the function allowing an attacker to frontrun the transaction to initialize the contract and become the owner.Registry.init() initializes the contract and sets the caller to become the owner of the contract allowing the caller to perform any admin privilege activity. Since there is no access control check, anyone can call the function and become the owner if has not been initialized from on set. Additionally, if an authorized address calls the init() function, due to not having access control, any user monitoring the blockchain network will replay the call and frontrun their transaction to be the one added to the block successfully and be the owner of the Registry contract.",Potential unauthorized invocation of init().,,Registry,init(),61,65,"function init() external {
        if (initialized) revert Errors.ContractAlreadyInitialized();
        initialized = true;
        initOwnable(msg.sender);
    }"
ACF-040,Factory,2022,TTWeb,High,https://github.com/sherlock-audit/2022-10-nftport-judging/blob/main//low-info/007.md,Access Control,Missing Modifier,Lack of access control modifier on the upgrade() function in the Factory.sol,Potential unauthorized invocation of upgrade().,,Factory,upgrade(),114,121,"function upgrade() external {
        require(version < CODE_VERSION, ""Already upgraded"");

        /* Start migration code */
        /* End migration code */

        version = CODE_VERSION;
    }"
ACF-041,DnGmxBatchingManager,2022,TTWeb,High,https://github.com/sherlock-audit/2022-10-rage-trade-judging/blob/main//001-M/024.md,Access Control,Missing Modifier,executeBatchDeposit() is callable by anyone which _unpause() deposits. 15 minutes cool down set by the protocol can be bypassed due to this.,Potential unauthorized invocation of executeBatchDeposit().,,DnGmxBatchingManager,executeBatchDeposit(),240,253,"function executeBatchDeposit() external {
        // If the deposit is paused then unpause on execute batch deposit
        if (paused()) _unpause();

        // Transfer vault glp directly, Needs to be called only for dnGmxJuniorVault
        if (dnGmxJuniorVaultGlpBalance > 0) {
            uint256 glpToTransfer = dnGmxJuniorVaultGlpBalance;
            dnGmxJuniorVaultGlpBalance = 0;
            sGlp.transfer(address(dnGmxJuniorVault), glpToTransfer);
            emit VaultDeposit(glpToTransfer);
        }

        _executeVaultUserBatchDeposit();
    }"
ACF-042,DnGmxJuniorVault,2022,TTWeb,High,https://github.com/sherlock-audit/2022-10-rage-trade-judging/blob/main//low-info/011.md,Access Control,Missing Modifier,Anyone (any external users) can mint any amount of vault shares - because of lack of access control modifier on mint() function,"Potential unauthorized invocation of mint(uint256 shares, address to) public virtual override(IERC4626, ERC4626Upgradeable) whenNotPaused returns (uint256 amount).",,DnGmxJuniorVault,"mint(uint256 shares, address to) public virtual override(IERC4626, ERC4626Upgradeable) whenNotPaused returns (uint256 amount)",403,412,"function mint(uint256 shares, address to)
        public
        virtual
        override(IERC4626, ERC4626Upgradeable)
        whenNotPaused
        returns (uint256 amount)
    {
        _rebalanceBeforeShareAllocation();
        amount = super.mint(shares, to);
    }"
ACF-043,DnGmxSeniorVault,2022,TTWeb,High,https://github.com/sherlock-audit/2022-10-rage-trade-judging/blob/main//low-info/011.md,Access Control,Missing Modifier,Anyone (any external users) can mint any amount of vault shares - because of lack of access control modifier on mint() function,"Potential unauthorized invocation of mint(uint256 shares, address to) public virtual override(IERC4626, ERC4626Upgradeable) whenNotPaused returns (uint256 amount).",,DnGmxSeniorVault,"mint(uint256 shares, address to) public virtual override(IERC4626, ERC4626Upgradeable) whenNotPaused returns (uint256 amount)",228,238,"function mint(uint256 shares, address to)
        public
        virtual
        override(IERC4626, ERC4626Upgradeable)
        whenNotPaused
        returns (uint256 amount)
    {
        // harvesting fees so asset to shares conversion rate is not stale
        dnGmxJuniorVault.harvestFees();
        amount = super.mint(shares, to);
    }"
ACF-044,RollerPeriphery,2022,TTWeb,High,https://github.com/sherlock-audit/2022-11-sense-judging/blob/main//low-info/005.md,Access Control,Missing Modifier,Lack of access control modifier on mint() function in the RollerPeriphery.sol,"Potential unauthorized invocation of mint(ERC4626 vault, uint256 shares, address receiver, uint256 maxAmountIn) external returns (uint256 assets).",,RollerPeriphery,"mint(ERC4626 vault, uint256 shares, address receiver, uint256 maxAmountIn) external returns (uint256 assets)",59,65,"function mint(ERC4626 vault, uint256 shares, address receiver, uint256 maxAmountIn) external returns (uint256 assets) {
        ERC20(vault.asset()).safeTransferFrom(msg.sender, address(this), vault.previewMint(shares));

        if ((assets = vault.mint(shares, receiver)) > maxAmountIn) {
            revert MaxAssetError();
        }
    }"
ACF-045,MainVault,2022,TTWeb,High,https://github.com/sherlock-audit/2022-11-opyn-judging/blob/main//006-H/215.md,Access Control,Missing Modifier,There is no access control implemented in the withdraw function of MainVault.sol.,"Potential unauthorized invocation of withdraw(uint256 _amount, address _receiver, address _owner ) external nonReentrant onlyWhenVaultIsOn returns (uint256 value).",,MainVault,"withdraw(uint256 _amount, address _receiver, address _owner ) external nonReentrant onlyWhenVaultIsOn returns (uint256 value)",131,144,"function withdraw(
    uint256 _amount,
    address _receiver,
    address _owner
  ) external nonReentrant onlyWhenVaultIsOn returns (uint256 value) {
    value = (_amount * exchangeRate) / (10 ** decimals());

    require(value > 0, ""!value"");

    require(getVaultBalance() - reservedFunds >= value, ""!funds"");

    _burn(msg.sender, _amount);
    transferFunds(_receiver, value);
  }"
ACF-046,Controller,2023,TTWeb,High,https://github.com/sherlock-audit/2023-01-derby-judging/blob/main//false/292.md,Access Control,Missing Modifier,"claim() function is guarded with the onlyVault modifier, which restricts access to only those addresses that have been added to the vaultWhitelist mapping using the addVault() function. However, anyone who can call the addVault() function and add their address to the mapping, effectively grants themselves access to the claim() function. For example, let's say, an attacker deploys a contract that calls the addVault() function with their own address as the parameter. They can then call claim() function from their deployed contract and withdraw tokens from the contract's balance, even if they are not actually a trusted vault. This can result in a loss of funds for the contract owner.","Potential unauthorized invocation of claim(uint256 _vaultNumber, uint256 _protocolNumber ) external override onlyVault returns (bool).",,Controller,"claim(uint256 _vaultNumber, uint256 _protocolNumber ) external override onlyVault returns (bool)",57,70,"function claim(
    uint256 _vaultNumber,
    uint256 _protocolNumber
  ) external override onlyVault returns (bool) {
    if (claimable[protocolInfo[_vaultNumber][_protocolNumber].LPToken]) {
      return
        IProvider(protocolInfo[_vaultNumber][_protocolNumber].provider).claim(
          protocolInfo[_vaultNumber][_protocolNumber].LPToken,
          msg.sender
        );
    } else {
      return false;
    }
  }"
ACF-047,Game,2023,TTWeb,High,https://github.com/sherlock-audit/2023-01-derby-judging/blob/main//false/346.md,Access Control,Missing Modifier,In Game.sol function basketTotalAllocatedTokens() returns total allocation of basket . It should be only allowed to only owner of the basket but any one call get total allocation using other users basketId.,Potential unauthorized invocation of basketTotalAllocatedTokens(uint256 _basketId) public view returns (int256).,,Game,basketTotalAllocatedTokens(uint256 _basketId) public view returns (int256),191,193,"function basketTotalAllocatedTokens(uint256 _basketId) public view returns (int256) {
    return baskets[_basketId].nrOfAllocatedTokens;
  }"
ACF-048,Depositor,2022,TTWeb,High,https://github.com/sherlock-audit/2022-11-isomorph-judging/blob/main//002-H/109.md,Access Control,Missing Modifier,"Function withdrawFromGauge in Depositor contract transfers the pooledTokens associated to an NFTId. It does not have any kind of access control, so any user can pass any NFTId to the function and steal the collateral deposited by another user.When a user deposits through his Depositor contract by calling depositToGauge, it transfers to the gauge the amount to be deposited and calls the corresponding DepositorReceipt to mint an NFT that represents the user deposit. This function has an onlyOwner() modifier meaning it can be only called by the owner of the contract. But when the user wants to withdraw from the gauge by calling withdrawFromGauge (directly or through calls to partialWithdrawFromGauge or multiWithdrawFromGauge) https://github.com/sherlock-audit/2022-11-isomorph/blob/main/contracts/Velo-Deposit-Tokens/contracts/Depositor.sol#L119-L127 there is no owner check, meaning any user can call the function, burn the NFT and receive the amount deposited corresponding to the receipt. The only requirement is that the depositor must be approved by the user as a spender of the NFT receipts (which could be backrun by a malicious user).","Potential unauthorized invocation of withdrawFromGauge(uint256 _NFTId, address[] memory _tokens).",,Depositor,"withdrawFromGauge(uint256 _NFTId, address[] memory _tokens)",119,127,"function withdrawFromGauge(uint256 _NFTId, address[] memory _tokens)  public  {
        uint256 amount = depositReceipt.pooledTokens(_NFTId);
        depositReceipt.burn(_NFTId);
        gauge.getReward(address(this), _tokens);
        gauge.withdraw(amount);
        //AMMToken adheres to ERC20 spec meaning it reverts on failure, no need to check return
        //slither-disable-next-line unchecked-transfer
        AMMToken.transfer(msg.sender, amount);
    }"
ACF-049,Cooler,2023,TTWeb,High,https://github.com/sherlock-audit/2023-01-cooler-judging/blob/main//005-H/112.md,Access Control,Missing Modifier,Roll function has no access control and can be called by anyone,Potential unauthorized invocation of roll(uint256 loanID).,,Cooler,roll(uint256 loanID),129,147,"function roll (uint256 loanID) external {
        Loan storage loan = loans[loanID];
        Request memory req = loan.request;

        if (block.timestamp > loan.expiry)
            revert Default();

        if (!loan.rollable)
            revert NotRollable();

        uint256 newCollateral = collateralFor(loan.amount, req.loanToCollateral) - loan.collateral;
        uint256 newDebt = interestFor(loan.amount, req.interest, req.duration);

        loan.amount += newDebt;
        loan.expiry += req.duration;
        loan.collateral += newCollateral;

        collateral.transferFrom(msg.sender, address(this), newCollateral);
    }"
ACF-050,OpenQV1,2023,TTWeb,High,https://github.com/sherlock-audit/2023-02-openq-judging/blob/main//false/410.md,Access Control,Unprotected Initialization,There is no Access control in initialize() method. So anyone can frontrun the transaction and call that on deployer's behalf to gain access.,Potential unauthorized invocation of initialize().,,OpenQV1,initialize(),14,18,"function initialize() external initializer onlyProxy {
        __Ownable_init();
        __UUPSUpgradeable_init();
        __ReentrancyGuard_init();
    }"
ACF-051,GoldfinchAdapter,2023,TTWeb,High,https://github.com/sherlock-audit/2023-02-carapace-judging/blob/main//false/222.md,Access Control,Unprotected Initialization,"all initialize function miss modifiers and access control check , meaning that any one how call or the first one get Ownership of that contract",Potential unauthorized invocation of initialize(address _owner).,,GoldfinchAdapter,initialize(address _owner),55,59,"function initialize(address _owner) external initializer {
    __UUPSUpgradeableBase_init();
    _transferOwnership(_owner);
    goldfinchConfig = IGoldfinchConfig(GOLDFINCH_CONFIG_ADDRESS);
  }"
ACF-052,Product,2023,TTWeb,High,https://github.com/sherlock-audit/2023-05-perennial-judging/blob/main//invalid/171.md,Access Control,Missing Modifier,"Lack of access control modifier on the Product#closeTakeFor() and the Product#closeMakeFor(), which allow a malicious user to be freely able to close any existing user's Maker/Taker position.","Potential unauthorized invocation of closeTakeFor(address account, UFixed18 amount) public nonReentrant notPaused onlyAccountOrMultiInvoker(account) settleForAccount(account) closeInvariant(account) liquidationInvariant(account).",,Product,"closeTakeFor(address account, UFixed18 amount) public nonReentrant notPaused onlyAccountOrMultiInvoker(account) settleForAccount(account) closeInvariant(account) liquidationInvariant(account)",246,256,"function closeTakeFor(address account, UFixed18 amount)
        public
        nonReentrant
        notPaused
        onlyAccountOrMultiInvoker(account)
        settleForAccount(account)
        closeInvariant(account)
        liquidationInvariant(account)
    {
        _closeTake(account, amount);
    }"
ACF-053,Product2,2023,TTWeb,High,https://github.com/sherlock-audit/2023-05-perennial-judging/blob/main//invalid/171.md,Access Control,Missing Modifier,"Lack of access control modifier on the Product#closeTakeFor() and the Product#closeMakeFor(), which allow a malicious user to be freely able to close any existing user's Maker/Taker position.","Potential unauthorized invocation of closeMakeFor(address account, UFixed18 amount) public nonReentrant notPaused onlyAccountOrMultiInvoker(account) settleForAccount(account) takerInvariant closeInvariant(account) liquidationInvariant(account).",,Product,"closeMakeFor(address account, UFixed18 amount) public nonReentrant notPaused onlyAccountOrMultiInvoker(account) settleForAccount(account) takerInvariant closeInvariant(account) liquidationInvariant(account)",328,339,"function closeMakeFor(address account, UFixed18 amount)
        public
        nonReentrant
        notPaused
        onlyAccountOrMultiInvoker(account)
        settleForAccount(account)
        takerInvariant
        closeInvariant(account)
        liquidationInvariant(account)
    {
        _closeMake(account, amount);
    }"
ACF-054,ContractFactory,2023,TTWeb,High,https://github.com/sherlock-audit/2023-02-carapace-judging/blob/main//false/243.md,Access Control,Unprotected Initialization,There is no Access control in initialize() method. So anyone can frontrun the transaction and call that on deployer's behalf to gain access.,"Potential unauthorized invocation of initialize(IProtectionPoolCycleManager _protectionPoolCycleManager, IDefaultStateManager _defaultStateManager).",,ContractFactory,"initialize(IProtectionPoolCycleManager _protectionPoolCycleManager, IDefaultStateManager _defaultStateManager)",87,96,"function initialize(
    IProtectionPoolCycleManager _protectionPoolCycleManager,
    IDefaultStateManager _defaultStateManager
  ) external initializer {
    /// initialize the UUPSUpgradeableBase contract
    __UUPSUpgradeableBase_init();

    protectionPoolCycleManager = _protectionPoolCycleManager;
    defaultStateManager = _defaultStateManager;
  }"
ACF-055,DefaultStateManager,2023,TTWeb,High,https://github.com/sherlock-audit/2023-02-carapace-judging/blob/main//false/243.md,Access Control,Unprotected Initialization,There is no Access control in initialize() method. So anyone can frontrun the transaction and call that on deployer's behalf to gain access.,Potential unauthorized invocation of initialize().,,DefaultStateManager,initialize(),58,65,"function initialize() external initializer {
    __UUPSUpgradeableBase_init();

    /// create a dummy pool state to reserve index 0.
    /// this is to ensure that protectionPoolStateIndexes[pool] is always greater than 0,
    /// which is used to check if a pool is registered or not.
    protectionPoolStates.push();
  }"
ACF-056,PremiumCalculator,2023,TTWeb,High,https://github.com/sherlock-audit/2023-02-carapace-judging/blob/main//false/243.md,Access Control,Unprotected Initialization,There is no Access control in initialize() method. So anyone can frontrun the transaction and call that on deployer's behalf to gain access.,Potential unauthorized invocation of initialize().,,PremiumCalculator,initialize(),29,31,"function initialize() external initializer {
    __UUPSUpgradeableBase_init();
  }"
ACF-057,ProtectionPool,2023,TTWeb,High,https://github.com/sherlock-audit/2023-02-carapace-judging/blob/main//false/243.md,Access Control,Unprotected Initialization,There is no Access control in initialize() method. So anyone can frontrun the transaction and call that on deployer's behalf to gain access.,"Potential unauthorized invocation of initialize(address _owner, ProtectionPoolInfo calldata _poolInfo, IPremiumCalculator _premiumCalculator, IProtectionPoolCycleManager _poolCycleManager, IDefaultStateManager _defaultStateManager, string calldata _name, string calldata _symbol).",,ProtectionPool,"initialize(address _owner, ProtectionPoolInfo calldata _poolInfo, IPremiumCalculator _premiumCalculator, IProtectionPoolCycleManager _poolCycleManager, IDefaultStateManager _defaultStateManager, string calldata _name, string calldata _symbol)",125,157,"function initialize(
    address _owner,
    ProtectionPoolInfo calldata _poolInfo,
    IPremiumCalculator _premiumCalculator,
    IProtectionPoolCycleManager _poolCycleManager,
    IDefaultStateManager _defaultStateManager,
    string calldata _name,
    string calldata _symbol
  ) external override initializer {
    /// initialize parent contracts in same order as they are inherited to mimic the behavior of a constructor
    __UUPSUpgradeableBase_init();
    __ReentrancyGuard_init();
    __sToken_init(_name, _symbol);

    /// set the storage variables
    poolInfo = _poolInfo;
    premiumCalculator = _premiumCalculator;
    poolCycleManager = _poolCycleManager;
    defaultStateManager = _defaultStateManager;

    emit ProtectionPoolInitialized(
      _name,
      _symbol,
      poolInfo.underlyingToken,
      poolInfo.referenceLendingPools
    );

    /// Transfer the ownership of this pool to the specified owner
    _transferOwnership(_owner);

    /// Add dummy protection info to make index 0 invalid
    protectionInfos.push();
  }"
ACF-058,ReferenceLendingPools,2023,TTWeb,High,https://github.com/sherlock-audit/2023-02-blueberry-judging/blob/main//false/268.md,Access Control,Unprotected Initialization,There is no Access control in initialize() method. So anyone can frontrun the transaction and call that on deployer's behalf to gain access.,"Potential unauthorized invocation of initialize(address _owner, address[] calldata _lendingPools, LendingProtocol[] calldata _lendingPoolProtocols, uint256[] calldata _protectionPurchaseLimitsInDays, address _lendingProtocolAdapterFactory).",,ReferenceLendingPools,"initialize(address _owner, address[] calldata _lendingPools, LendingProtocol[] calldata _lendingPoolProtocols, uint256[] calldata _protectionPurchaseLimitsInDays, address _lendingProtocolAdapterFactory)",53,98,"function initialize(
    address _owner,
    address[] calldata _lendingPools,
    LendingProtocol[] calldata _lendingPoolProtocols,
    uint256[] calldata _protectionPurchaseLimitsInDays,
    address _lendingProtocolAdapterFactory
  ) external override initializer {
    if (
      _lendingPools.length != _lendingPoolProtocols.length ||
      _lendingPools.length != _protectionPurchaseLimitsInDays.length
    ) {
      revert ReferenceLendingPoolsConstructionError(
        ""Array inputs length must match""
      );
    }

    if (_owner == Constants.ZERO_ADDRESS) {
      revert ReferenceLendingPoolsConstructionError(
        ""Owner address must not be zero""
      );
    }

    /// Initialize the UUPSUpgradeableBase
    __UUPSUpgradeableBase_init();

    lendingProtocolAdapterFactory = ILendingProtocolAdapterFactory(
      _lendingProtocolAdapterFactory
    );

    /// Transfer ownership of this contract to the specified owner address
    _transferOwnership(_owner);

    /// Add the specified lending pools to the basket
    uint256 length = _lendingPools.length;
    for (uint256 i; i < length; ) {
      _addReferenceLendingPool(
        _lendingPools[i],
        _lendingPoolProtocols[i],
        _protectionPurchaseLimitsInDays[i]
      );

      unchecked {
        ++i;
      }
    }
  }"
ACF-059,RoundImplementation,2023,TTWeb,High,https://github.com/sherlock-audit/2023-03-Gitcoin-judging/blob/main//003-M/071.md,Access Control,Missing Modifier,"In the function RoundImplementation::applyToRound(), there is no check on the caller's identity, which means anyone can call it. If a malicious user repeatedly calls this function, it can add a large amount of junk data to the protocol and disrupt it.","Potential unauthorized invocation of applyToRound(bytes32 projectID, MetaPtr calldata newApplicationMetaPtr).",,RoundImplementation,"applyToRound(bytes32 projectID, MetaPtr calldata newApplicationMetaPtr)",371,382,"function applyToRound(bytes32 projectID, MetaPtr calldata newApplicationMetaPtr) external {
    // slither-disable-next-line timestamp
    require(
      applicationsStartTime <= block.timestamp  &&
      block.timestamp <= applicationsEndTime,
      ""Round: Applications period not started or over""
    );
    applications.push(Application(projectID, nextApplicationIndex, newApplicationMetaPtr));
    applicationsIndexesByProjectID[projectID].push(nextApplicationIndex);
    emit NewProjectApplication(projectID, nextApplicationIndex, newApplicationMetaPtr);
    nextApplicationIndex++;
  }"
ACF-060,L1Block,2023,TTWeb,High,https://github.com/sherlock-audit/2023-03-optimism-judging/blob/main//invalid/076.md,Access Control,Missing Modifier,"setL1BlockValues() function can be called by anyone who has access to the contract address. It should be restricted to only the designated DEPOSITOR_ACCOUNT. require statement in setL1BlockValues() function is a good start, but it should also be placed in the constructor to ensure that DEPOSITOR_ACCOUNT address is properly set and cannot be changed","Potential unauthorized invocation of setL1BlockValues(uint64 _number, uint64 _timestamp, uint256 _basefee, bytes32 _hash, uint64 _sequenceNumber, bytes32 _batcherHash, uint256 _l1FeeOverhead, uint256 _l1FeeScalar).",,L1Block,"setL1BlockValues(uint64 _number, uint64 _timestamp, uint256 _basefee, bytes32 _hash, uint64 _sequenceNumber, bytes32 _batcherHash, uint256 _l1FeeOverhead, uint256 _l1FeeScalar)",79,102,"function setL1BlockValues(
        uint64 _number,
        uint64 _timestamp,
        uint256 _basefee,
        bytes32 _hash,
        uint64 _sequenceNumber,
        bytes32 _batcherHash,
        uint256 _l1FeeOverhead,
        uint256 _l1FeeScalar
    ) external {
        require(
            msg.sender == DEPOSITOR_ACCOUNT,
            ""L1Block: only the depositor account can set L1 block values""
        );

        number = _number;
        timestamp = _timestamp;
        basefee = _basefee;
        hash = _hash;
        sequenceNumber = _sequenceNumber;
        batcherHash = _batcherHash;
        l1FeeOverhead = _l1FeeOverhead;
        l1FeeScalar = _l1FeeScalar;
    }"
ACF-061,CollateralManager2,2023,TTWeb,High,https://github.com/sherlock-audit/2023-03-teller-judging/blob/main//003-M/136.md,Access Control,Missing Modifier,"withdraw() has no access control, so a malicious user can use it to front-run repayLoanFull(), repay(), and liquidateLoanFull().",Potential unauthorized invocation of withdraw(uint256 _bidId).,,CollateralManager,withdraw(uint256 _bidId),250,260,"function withdraw(uint256 _bidId) external {
        BidState bidState = tellerV2.getBidState(_bidId);
        if (bidState == BidState.PAID) {
            _withdraw(_bidId, tellerV2.getLoanBorrower(_bidId));
        } else if (tellerV2.isLoanDefaulted(_bidId)) {
            _withdraw(_bidId, tellerV2.getLoanLender(_bidId));
            emit CollateralClaimed(_bidId);
        } else {
            revert(""collateral cannot be withdrawn"");
        }
    }"
ACF-062,CollateralManager3,2023,TTWeb,High,https://github.com/sherlock-audit/2023-03-teller-judging/blob/main//007-H/099.md,Access Control,Missing Modifier,"The setCollateralEscrowBeacon() function in CollateralManager does not have any access control checks. This allows for an attacker to set the beacon address to a malicious contract that can steal the collateral of a loan. When the CollateralManager contract is initialized, it is passed a beacon address that is used to create a new escrow contract for each collateral-backed loan. The escrow contract is used to hold the collateral. When a new loan with collateral is created, the CollateralManager contract creates a new escrow contract using the beacon address. The setCollateralEscrowBeacon() reinitializer allows the escrow implementation to be changed. However, this function does not have any access control checks, so it can be called by anyone. This allows an attacker to set the beacon address to a malicious contract that can steal the collateral of a loan.",Potential unauthorized invocation of setCollateralEscrowBeacon(address _collateralEscrowBeacon) external reinitializer(2).,,CollateralManager,setCollateralEscrowBeacon(address _collateralEscrowBeacon) external reinitializer(2),91,96,"function setCollateralEscrowBeacon(address _collateralEscrowBeacon)
        external
        reinitializer(2)
    {
        collateralEscrowBeacon = _collateralEscrowBeacon;
    }"
